Position,Track Name,Artist,date,region,id
48,L'Amérique pleure,Les Cowboys Fringants,2019-11-25,ca,3WogGiNpaOmYcPwqslBgZG
49,VALENTINO,24kGoldn,2019-11-25,ca,6piAUJJQFD8oHDUr0b7l7q
50,hot girl bummer,blackbear,2019-11-25,ca,7aiClxsDWFRQ0Kzk5KI5ku
1,Yellow Hearts,Ant Saunders,2019-11-24,ca,2W4yABdLc4Jnds67Poi5Nl
2,ROXANNE,Arizona Zervas,2019-11-24,ca,696DnlkuDOXcMAnKlTgXXK
3,Falling,Trevor Daniel,2019-11-24,ca,4TnjEaWOeW0eKTKIEvJyCa
4,ok boomer,Peter Kuli,2019-11-24,ca,0VdzNP9LFAMAWKjMpBDJ4B
5,If The World Was Ending (feat. Julia Michaels),JP Saxe,2019-11-24,ca,2kJwzbxV2ppxnQoYw4GLBZ
6,Love Songs - Bonus,Kaash Paige,2019-11-24,ca,6qL5UWxRSQYml9O99ozoLv
7,RITMO (Bad Boys For Life),The Black Eyed Peas,2019-11-24,ca,6cy3ki60hLwimwIje7tALf
8,Take Your Man,Mahogany Lox,2019-11-24,ca,1CF5kzz5XDBAL24wtVyyTJ
9,A.M.,Lonr.,2019-11-24,ca,1GGxh8QYLRZaQ07d6AHA8E
10,Roses - Imanbek Remix,SAINt JHN,2019-11-24,ca,24Yi9hE78yPEbZ4kxyoXAI
11,"Collide - From ""Queen & Slim: The Soundtrack""",Tiana Major9,2019-11-24,ca,1mEO3xiJqEWXYIdZalDzHR
12,Pretty Face,King Staccz,2019-11-24,ca,6CDN3ev8Rtq9RnHdnb7H24
13,Heart On Ice,Rod Wave,2019-11-24,ca,6fWa5CRgy0z30OeGZyMBvD
14,Neneng B,Nik Makino,2019-11-24,ca,0BaMZMMEG7GWrUYsoGw8Yg
15,Dance Monkey,Tones and I,2019-11-24,ca,1rgnBhdG2JDFTbYkYRZAku
16,Last Supper,D Smoke,2019-11-24,ca,4vFpwBCCKgzHlw8U48MYdS
17,90mh,Trefuego,2019-11-24,ca,7nduUhUmzj9IdkvFmdtO7g
18,Eyes. Lips. Face.,iLL Wayno,2019-11-24,ca,5sGb7vB83MhpdZsx1tEIYH
19,Streetlight,Troyman,2019-11-24,ca,1Y4FrrNLB3uiouY9MEQtRL
20,Fairytale of New York (feat. Kirsty MacColl),The Pogues,2019-11-24,ca,3VTNVsTTu05dmTsVFrmGpK
21,Lose You To Love Me,Selena Gomez,2019-11-24,ca,1HfMVBKM75vxSfsQ5VefZ5
22,Candy,Doja Cat,2019-11-24,ca,1VJwtWR6z7SpZRwipI12be
23,Big Drip,Fivio Foreign,2019-11-24,ca,4DkZDzcHicZBXCEdA19oWs
24,Be Gone Thot!,LIL MAYO,2019-11-24,ca,3G47RiG2PrvEVo4panDHi9
25,BEST ON EARTH (feat. BIA),Russ,2019-11-24,ca,2Xo3rLHjXfdb4avN68aQyi
26,Good Morning,Mak Sauce,2019-11-24,ca,3XuoyFromotNqDFl6vzwC6
27,if we never met,John K,2019-11-24,ca,5HBDBBr5OV90lubqW8ctJF
28,Somebody,Internet Money,2019-11-24,ca,735RSTb2xbtWbDtKD9XDYi
29,Ride It,Regard,2019-11-24,ca,2tnVG71enUj33Ic2nFN6kZ
30,Maniac,Conan Gray,2019-11-24,ca,7hpJ9tATWb2vztlq99hERP
31,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,2019-11-24,ca,07Oz5StQ7GRoygNLaXs2pd
32,Lose Control,MEDUZA,2019-11-24,ca,7CHi4DtfK4heMlQaudCuHK
33,ORANGE SODA,Baby Keem,2019-11-24,ca,5FkoSXiJPKTNyYgALRJFhD
34,STUPID (feat. Yung Baby Tate),Ashnikko,2019-11-24,ca,6qNB2ChCVPepl5ZjVJJTUW
35,Let Migo,D Smoke,2019-11-24,ca,64o5zHN3gLrANlEUFJAaI2
36,Poles,Quin Nfn,2019-11-24,ca,15gaivYRuN6mra3Ib4z3tt
37,Memories,Maroon 5,2019-11-24,ca,2b8fOow8UzyDFAE27YhOZM
38,Bust It Open,Lil Wil,2019-11-24,ca,0dFe6I9QRA9Lld5YXrXIOG
39,L'Amérique pleure,Les Cowboys Fringants,2019-11-24,ca,3WogGiNpaOmYcPwqslBgZG
40,Juicy,Doja Cat,2019-11-24,ca,7f5trao56t7sB7f14QDTmp
41,VALENTINO,24kGoldn,2019-11-24,ca,6piAUJJQFD8oHDUr0b7l7q
42,Start Wit Me (feat. Gunna),Roddy Ricch,2019-11-24,ca,5ravc2aiNoYmu9m37diYXW
43,Follow God,Kanye West,2019-11-24,ca,2QpGZOhTCHHiKmpSO9FW4h
44,Trampoline (with ZAYN),SHAED,2019-11-24,ca,1iQDltZqI7BXnHrFy4Qo1k
45,Nothing To Do,Bancali,2019-11-24,ca,23xtuubzgbV2UCKepN0h84
46,hot girl bummer,blackbear,2019-11-24,ca,7aiClxsDWFRQ0Kzk5KI5ku
47,I Can't Change,Londynn B,2019-11-24,ca,4pjfuYz6ljyMNkJO6tbPFh
48,Lights Up,Harry Styles,2019-11-24,ca,2plLJpUcYPFrl1sW2pMG63
49,July,Noah Cyrus,2019-11-24,ca,5a6pdCHlWS2ekOOQ70QnAr
50,I Think I Luv Her,Tyla Yaweh,2019-11-24,ca,6VYXuUz1nYMap8gtqeIrQB
1,Yellow Hearts,Ant Saunders,2019-11-23,ca,2W4yABdLc4Jnds67Poi5Nl
2,ROXANNE,Arizona Zervas,2019-11-23,ca,696DnlkuDOXcMAnKlTgXXK
3,Falling,Trevor Daniel,2019-11-23,ca,4TnjEaWOeW0eKTKIEvJyCa
4,ok boomer,Peter Kuli,2019-11-23,ca,0VdzNP9LFAMAWKjMpBDJ4B
5,If The World Was Ending (feat. Julia Michaels),JP Saxe,2019-11-23,ca,2kJwzbxV2ppxnQoYw4GLBZ
6,Love Songs - Bonus,Kaash Paige,2019-11-23,ca,6qL5UWxRSQYml9O99ozoLv
7,RITMO (Bad Boys For Life),The Black Eyed Peas,2019-11-23,ca,6cy3ki60hLwimwIje7tALf
8,Take Your Man,Mahogany Lox,2019-11-23,ca,1CF5kzz5XDBAL24wtVyyTJ
9,"Collide - From ""Queen & Slim: The Soundtrack""",Tiana Major9,2019-11-23,ca,1mEO3xiJqEWXYIdZalDzHR
10,Roses - Imanbek Remix,SAINt JHN,2019-11-23,ca,24Yi9hE78yPEbZ4kxyoXAI
11,Eyes. Lips. Face.,iLL Wayno,2019-11-23,ca,5sGb7vB83MhpdZsx1tEIYH
12,Heart On Ice,Rod Wave,2019-11-23,ca,6fWa5CRgy0z30OeGZyMBvD
13,Neneng B,Nik Makino,2019-11-23,ca,0BaMZMMEG7GWrUYsoGw8Yg
14,Last Supper,D Smoke,2019-11-23,ca,4vFpwBCCKgzHlw8U48MYdS
15,Streetlight,Troyman,2019-11-23,ca,1Y4FrrNLB3uiouY9MEQtRL
16,Dance Monkey,Tones and I,2019-11-23,ca,1rgnBhdG2JDFTbYkYRZAku
17,90mh,Trefuego,2019-11-23,ca,7nduUhUmzj9IdkvFmdtO7g
18,Lose You To Love Me,Selena Gomez,2019-11-23,ca,1HfMVBKM75vxSfsQ5VefZ5
19,Pretty Face,King Staccz,2019-11-23,ca,6CDN3ev8Rtq9RnHdnb7H24
20,Candy,Doja Cat,2019-11-23,ca,1VJwtWR6z7SpZRwipI12be
21,Fairytale of New York (feat. Kirsty MacColl),The Pogues,2019-11-23,ca,3VTNVsTTu05dmTsVFrmGpK
22,BEST ON EARTH (feat. BIA),Russ,2019-11-23,ca,2Xo3rLHjXfdb4avN68aQyi
23,Be Gone Thot!,LIL MAYO,2019-11-23,ca,3G47RiG2PrvEVo4panDHi9
24,if we never met,John K,2019-11-23,ca,5HBDBBr5OV90lubqW8ctJF
25,Somebody,Internet Money,2019-11-23,ca,735RSTb2xbtWbDtKD9XDYi
26,Good Morning,Mak Sauce,2019-11-23,ca,3XuoyFromotNqDFl6vzwC6
27,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,2019-11-23,ca,07Oz5StQ7GRoygNLaXs2pd
28,Big Drip,Fivio Foreign,2019-11-23,ca,4DkZDzcHicZBXCEdA19oWs
29,Ride It,Regard,2019-11-23,ca,2tnVG71enUj33Ic2nFN6kZ
30,ORANGE SODA,Baby Keem,2019-11-23,ca,5FkoSXiJPKTNyYgALRJFhD
31,Poles,Quin Nfn,2019-11-23,ca,15gaivYRuN6mra3Ib4z3tt
32,Lose Control,MEDUZA,2019-11-23,ca,7CHi4DtfK4heMlQaudCuHK
33,Maniac,Conan Gray,2019-11-23,ca,7hpJ9tATWb2vztlq99hERP
34,STUPID (feat. Yung Baby Tate),Ashnikko,2019-11-23,ca,6qNB2ChCVPepl5ZjVJJTUW
35,Memories,Maroon 5,2019-11-23,ca,2b8fOow8UzyDFAE27YhOZM
36,Let Migo,D Smoke,2019-11-23,ca,64o5zHN3gLrANlEUFJAaI2
37,Follow God,Kanye West,2019-11-23,ca,2QpGZOhTCHHiKmpSO9FW4h
38,I Can't Change,Londynn B,2019-11-23,ca,4pjfuYz6ljyMNkJO6tbPFh
39,L'Amérique pleure,Les Cowboys Fringants,2019-11-23,ca,3WogGiNpaOmYcPwqslBgZG
40,Juicy,Doja Cat,2019-11-23,ca,7f5trao56t7sB7f14QDTmp
41,Trampoline (with ZAYN),SHAED,2019-11-23,ca,1iQDltZqI7BXnHrFy4Qo1k
42,July,Noah Cyrus,2019-11-23,ca,5a6pdCHlWS2ekOOQ70QnAr
43,Nothing To Do,Bancali,2019-11-23,ca,23xtuubzgbV2UCKepN0h84
44,Faith (with Dolly Parton) [feat. Mr. Probz],Galantis,2019-11-23,ca,35MKhw2YBKApmD7fAnPERC
45,VALENTINO,24kGoldn,2019-11-23,ca,6piAUJJQFD8oHDUr0b7l7q
46,Start Wit Me (feat. Gunna),Roddy Ricch,2019-11-23,ca,5ravc2aiNoYmu9m37diYXW
47,Lights Up,Harry Styles,2019-11-23,ca,2plLJpUcYPFrl1sW2pMG63
48,Bust It Open,Lil Wil,2019-11-23,ca,0dFe6I9QRA9Lld5YXrXIOG
49,hot girl bummer,blackbear,2019-11-23,ca,7aiClxsDWFRQ0Kzk5KI5ku
50,I Think I Luv Her,Tyla Yaweh,2019-11-23,ca,6VYXuUz1nYMap8gtqeIrQB
1,Yellow Hearts,Ant Saunders,2019-11-22,ca,2W4yABdLc4Jnds67Poi5Nl
2,ROXANNE,Arizona Zervas,2019-11-22,ca,696DnlkuDOXcMAnKlTgXXK
3,ok boomer,Peter Kuli,2019-11-22,ca,0VdzNP9LFAMAWKjMpBDJ4B
4,Falling,Trevor Daniel,2019-11-22,ca,4TnjEaWOeW0eKTKIEvJyCa
5,If The World Was Ending (feat. Julia Michaels),JP Saxe,2019-11-22,ca,2kJwzbxV2ppxnQoYw4GLBZ
6,Take Your Man,Mahogany Lox,2019-11-22,ca,1CF5kzz5XDBAL24wtVyyTJ
7,Love Songs - Bonus,Kaash Paige,2019-11-22,ca,6qL5UWxRSQYml9O99ozoLv
8,RITMO (Bad Boys For Life),The Black Eyed Peas,2019-11-22,ca,6cy3ki60hLwimwIje7tALf
9,"Collide - From ""Queen & Slim: The Soundtrack""",Tiana Major9,2019-11-22,ca,1mEO3xiJqEWXYIdZalDzHR
10,Neneng B,Nik Makino,2019-11-22,ca,0BaMZMMEG7GWrUYsoGw8Yg
11,Eyes. Lips. Face.,iLL Wayno,2019-11-22,ca,5sGb7vB83MhpdZsx1tEIYH
12,Roses - Imanbek Remix,SAINt JHN,2019-11-22,ca,24Yi9hE78yPEbZ4kxyoXAI
13,Heart On Ice,Rod Wave,2019-11-22,ca,6fWa5CRgy0z30OeGZyMBvD
14,Last Supper,D Smoke,2019-11-22,ca,4vFpwBCCKgzHlw8U48MYdS
15,Streetlight,Troyman,2019-11-22,ca,1Y4FrrNLB3uiouY9MEQtRL
16,Dance Monkey,Tones and I,2019-11-22,ca,1rgnBhdG2JDFTbYkYRZAku
17,90mh,Trefuego,2019-11-22,ca,7nduUhUmzj9IdkvFmdtO7g
18,Lose You To Love Me,Selena Gomez,2019-11-22,ca,1HfMVBKM75vxSfsQ5VefZ5
19,Candy,Doja Cat,2019-11-22,ca,1VJwtWR6z7SpZRwipI12be
20,Pretty Face,King Staccz,2019-11-22,ca,6CDN3ev8Rtq9RnHdnb7H24
21,Be Gone Thot!,LIL MAYO,2019-11-22,ca,3G47RiG2PrvEVo4panDHi9
22,BEST ON EARTH (feat. BIA),Russ,2019-11-22,ca,2Xo3rLHjXfdb4avN68aQyi
23,Good Morning,Mak Sauce,2019-11-22,ca,3XuoyFromotNqDFl6vzwC6
24,Somebody,Internet Money,2019-11-22,ca,735RSTb2xbtWbDtKD9XDYi
25,Poles,Quin Nfn,2019-11-22,ca,15gaivYRuN6mra3Ib4z3tt
26,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,2019-11-22,ca,07Oz5StQ7GRoygNLaXs2pd
27,Fairytale of New York (feat. Kirsty MacColl),The Pogues,2019-11-22,ca,3VTNVsTTu05dmTsVFrmGpK
28,if we never met,John K,2019-11-22,ca,5HBDBBr5OV90lubqW8ctJF
29,STUPID (feat. Yung Baby Tate),Ashnikko,2019-11-22,ca,6qNB2ChCVPepl5ZjVJJTUW
30,Lose Control,MEDUZA,2019-11-22,ca,7CHi4DtfK4heMlQaudCuHK
31,Ride It,Regard,2019-11-22,ca,2tnVG71enUj33Ic2nFN6kZ
32,Maniac,Conan Gray,2019-11-22,ca,7hpJ9tATWb2vztlq99hERP
33,I Can't Change,Londynn B,2019-11-22,ca,4pjfuYz6ljyMNkJO6tbPFh
34,ORANGE SODA,Baby Keem,2019-11-22,ca,5FkoSXiJPKTNyYgALRJFhD
35,Memories,Maroon 5,2019-11-22,ca,2b8fOow8UzyDFAE27YhOZM
36,Let Migo,D Smoke,2019-11-22,ca,64o5zHN3gLrANlEUFJAaI2
37,Trampoline (with ZAYN),SHAED,2019-11-22,ca,1iQDltZqI7BXnHrFy4Qo1k
38,Follow God,Kanye West,2019-11-22,ca,2QpGZOhTCHHiKmpSO9FW4h
39,Bust It Open,Lil Wil,2019-11-22,ca,0dFe6I9QRA9Lld5YXrXIOG
40,July,Noah Cyrus,2019-11-22,ca,5a6pdCHlWS2ekOOQ70QnAr
41,Faith (with Dolly Parton) [feat. Mr. Probz],Galantis,2019-11-22,ca,35MKhw2YBKApmD7fAnPERC
42,I Think I Luv Her,Tyla Yaweh,2019-11-22,ca,6VYXuUz1nYMap8gtqeIrQB
43,Start Wit Me (feat. Gunna),Roddy Ricch,2019-11-22,ca,5ravc2aiNoYmu9m37diYXW
44,Nothing To Do,Bancali,2019-11-22,ca,23xtuubzgbV2UCKepN0h84
45,VALENTINO,24kGoldn,2019-11-22,ca,6piAUJJQFD8oHDUr0b7l7q
46,Juicy,Doja Cat,2019-11-22,ca,7f5trao56t7sB7f14QDTmp
47,L'Amérique pleure,Les Cowboys Fringants,2019-11-22,ca,3WogGiNpaOmYcPwqslBgZG
48,Que Tire Pa Lante,Daddy Yankee,2019-11-22,ca,6RyaV7owmVU6fzEPE17sF1
49,Lights Up,Harry Styles,2019-11-22,ca,2plLJpUcYPFrl1sW2pMG63
50,hot girl bummer,blackbear,2019-11-22,ca,7aiClxsDWFRQ0Kzk5KI5ku
Position,Track Name,Artist,date,region,id
1,Roses - Imanbek Remix,SAINt JHN,2019-11-25,dk,24Yi9hE78yPEbZ4kxyoXAI
2,Dilemme,Lous and The Yakuza,2019-11-25,dk,34UANp5qxDg6YcgrlDeILZ
3,Snus,lille lui,2019-11-25,dk,5qeZzbJgPB0lRtGFmRy69p
4,Yellow Hearts,Ant Saunders,2019-11-25,dk,2W4yABdLc4Jnds67Poi5Nl
5,Falling,Trevor Daniel,2019-11-25,dk,4TnjEaWOeW0eKTKIEvJyCa
6,ROXANNE,Arizona Zervas,2019-11-25,dk,696DnlkuDOXcMAnKlTgXXK
7,føler mig selv 100,andreas odbjerg,2019-11-25,dk,7iuM7vnvSjX9qqcuFtij1T
8,ok boomer,Peter Kuli,2019-11-25,dk,0VdzNP9LFAMAWKjMpBDJ4B
9,Take Your Man,Mahogany Lox,2019-11-25,dk,1CF5kzz5XDBAL24wtVyyTJ
10,Kaiserwetter,Franzi25,2019-11-25,dk,0OZv3nJwLDD0OYQImIN2Rv
11,DANCE,CLMD,2019-11-25,dk,6TfeXwJihJRuBW3mFpib6J
12,Pump It Up,Endor,2019-11-25,dk,0GiwV6v3AgJfdu59tj719Y
13,Ben,Tessa,2019-11-25,dk,2He7ZIvNyBo188a6hvS0zT
14,Don't Start Now,Dua Lipa,2019-11-25,dk,6WrI0LAC5M1Rw2MnX2ZvEg
15,if we never met,John K,2019-11-25,dk,5HBDBBr5OV90lubqW8ctJF
16,Fairytale of New York (feat. Kirsty MacColl),The Pogues,2019-11-25,dk,3VTNVsTTu05dmTsVFrmGpK
17,Verden Vender,Branco,2019-11-25,dk,0qgqH6VqlkIXj45e5tTFCH
18,Happens to the Heart,Leonard Cohen,2019-11-25,dk,2DkpoHJ1h88e9dyc6SFIm2
19,Hun Skal,PornoPer,2019-11-25,dk,52mgG3GheNJh8ZUvgSbfYS
20,Turn Me On (feat. Vula),Riton,2019-11-25,dk,0qaWEvPkts34WF68r8Dzx9
21,Love Songs - Bonus,Kaash Paige,2019-11-25,dk,6qL5UWxRSQYml9O99ozoLv
22,Fuck You and You and You,Lil Glory,2019-11-25,dk,2MKiHpRNrXUE1XOJqLcCL5
23,Can't Get Over You,Nick Strand,2019-11-25,dk,5MvCgyuPop4l4EsV9OoSE4
24,Den Anden Verden,Caroline Vedel,2019-11-25,dk,7imrw8wlyjaqSyD2l3V0ae
25,Soliloquy (Wouldn't Feel Alone),Marshall Cecil,2019-11-25,dk,2kwg6oZ6w7y9VgrzfN3cA8
26,Cool Kids,Olympis,2019-11-25,dk,1ppOGANOzMT01Cxh9jx4hN
27,Be Gone Thot!,LIL MAYO,2019-11-25,dk,3G47RiG2PrvEVo4panDHi9
28,Shorty Ringer,Josef Og Elias,2019-11-25,dk,3rGihyErlJWAViz6PKBtts
29,London Town,Branco,2019-11-25,dk,5TKuvTO4jj4trnmMnqEpoJ
30,Dinglepikke & Skumfisser,PornoPer,2019-11-25,dk,42dSRqBXsXHlpWTtm6niVG
31,So Hot You're Hurting My Feelings,Caroline Polachek,2019-11-25,dk,1hjQ3EARnSDznlLaXaWAhf
32,RITMO (Bad Boys For Life),The Black Eyed Peas,2019-11-25,dk,6cy3ki60hLwimwIje7tALf
33,I'm Blue - Club Mix,Kush Kush,2019-11-25,dk,4ABJiMwPkprpcekOLKkseM
34,Kongespil - Tinka og Kongespillet,Hjalmer,2019-11-25,dk,0nQBmwUprs4LYyhECw44LH
35,Nothing To Do,Bancali,2019-11-25,dk,23xtuubzgbV2UCKepN0h84
36,Igen I År,Bro,2019-11-25,dk,1utcJmPDFnTEEuoCBiSsUT
37,Indlæg,Pind,2019-11-25,dk,0hoh2jx3fhaY3uECkRfMyO
38,Knebel,Lindemann,2019-11-25,dk,1C1MRQAQSuYWXJKziMZWoR
39,Super Mario,NODE,2019-11-25,dk,1LsZymF4MDfVMuzLkySq5P
40,hot girl bummer,blackbear,2019-11-25,dk,7aiClxsDWFRQ0Kzk5KI5ku
41,Ud Af Dig,Høker,2019-11-25,dk,1zvlmUD1CSxCjAmDm2PA5p
42,Candy,Doja Cat,2019-11-25,dk,1VJwtWR6z7SpZRwipI12be
43,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,2019-11-25,dk,56AMYGJzxBO6p8v0wEe9de
44,shining on my ex,bbno$,2019-11-25,dk,1IhMuuTCpO0K7BM2MmIZ0w
45,2 På 1 Kubik,Baloosh,2019-11-25,dk,632MRjwWBZgDjRe268MJ7X
46,Holidays Are Coming (from the Coca-Cola Campaign) (feat. Camélia Jordana & Namika),The Kingdom Choir,2019-11-25,dk,2fUcw8H81f2XJqRfqWYW93
47,sad day,FKA twigs,2019-11-25,dk,4KfgBq7SrmjavjQS4ZQGHC
48,Lose Control,MEDUZA,2019-11-25,dk,7CHi4DtfK4heMlQaudCuHK
49,Der' Noget I December,Rasmus Seebach,2019-11-25,dk,0wm3wOmYpTILjqyHzDDJIp
50,På Den Første Juledag,Ørkenens Sønner,2019-11-25,dk,2715zD9IAK3dl8R3XjphJt
1,Roses - Imanbek Remix,SAINt JHN,2019-11-24,dk,24Yi9hE78yPEbZ4kxyoXAI
2,Dilemme,Lous and The Yakuza,2019-11-24,dk,34UANp5qxDg6YcgrlDeILZ
3,ROXANNE,Arizona Zervas,2019-11-24,dk,696DnlkuDOXcMAnKlTgXXK
4,Snus,lille lui,2019-11-24,dk,5qeZzbJgPB0lRtGFmRy69p
5,Yellow Hearts,Ant Saunders,2019-11-24,dk,2W4yABdLc4Jnds67Poi5Nl
6,Falling,Trevor Daniel,2019-11-24,dk,4TnjEaWOeW0eKTKIEvJyCa
7,ok boomer,Peter Kuli,2019-11-24,dk,0VdzNP9LFAMAWKjMpBDJ4B
8,føler mig selv 100,andreas odbjerg,2019-11-24,dk,7iuM7vnvSjX9qqcuFtij1T
9,Take Your Man,Mahogany Lox,2019-11-24,dk,1CF5kzz5XDBAL24wtVyyTJ
10,Ben,Tessa,2019-11-24,dk,2He7ZIvNyBo188a6hvS0zT
11,Pump It Up,Endor,2019-11-24,dk,0GiwV6v3AgJfdu59tj719Y
12,Hun Skal,PornoPer,2019-11-24,dk,52mgG3GheNJh8ZUvgSbfYS
13,if we never met,John K,2019-11-24,dk,5HBDBBr5OV90lubqW8ctJF
14,DANCE,CLMD,2019-11-24,dk,6TfeXwJihJRuBW3mFpib6J
15,Love Songs - Bonus,Kaash Paige,2019-11-24,dk,6qL5UWxRSQYml9O99ozoLv
16,Be Gone Thot!,LIL MAYO,2019-11-24,dk,3G47RiG2PrvEVo4panDHi9
17,Happens to the Heart,Leonard Cohen,2019-11-24,dk,2DkpoHJ1h88e9dyc6SFIm2
18,Turn Me On (feat. Vula),Riton,2019-11-24,dk,0qaWEvPkts34WF68r8Dzx9
19,So Hot You're Hurting My Feelings,Caroline Polachek,2019-11-24,dk,1hjQ3EARnSDznlLaXaWAhf
20,RITMO (Bad Boys For Life),The Black Eyed Peas,2019-11-24,dk,6cy3ki60hLwimwIje7tALf
21,Fairytale of New York (feat. Kirsty MacColl),The Pogues,2019-11-24,dk,3VTNVsTTu05dmTsVFrmGpK
22,Shorty Ringer,Josef Og Elias,2019-11-24,dk,3rGihyErlJWAViz6PKBtts
23,London Town,Branco,2019-11-24,dk,5TKuvTO4jj4trnmMnqEpoJ
24,Fuck You and You and You,Lil Glory,2019-11-24,dk,2MKiHpRNrXUE1XOJqLcCL5
25,Candy,Doja Cat,2019-11-24,dk,1VJwtWR6z7SpZRwipI12be
26,I'm Blue - Club Mix,Kush Kush,2019-11-24,dk,4ABJiMwPkprpcekOLKkseM
27,Dinglepikke & Skumfisser,PornoPer,2019-11-24,dk,42dSRqBXsXHlpWTtm6niVG
28,Super Mario,NODE,2019-11-24,dk,1LsZymF4MDfVMuzLkySq5P
29,Can't Get Over You,Nick Strand,2019-11-24,dk,5MvCgyuPop4l4EsV9OoSE4
30,Den Anden Verden,Caroline Vedel,2019-11-24,dk,7imrw8wlyjaqSyD2l3V0ae
31,Lose Control,MEDUZA,2019-11-24,dk,7CHi4DtfK4heMlQaudCuHK
32,Indlæg,Pind,2019-11-24,dk,0hoh2jx3fhaY3uECkRfMyO
33,Nothing To Do,Bancali,2019-11-24,dk,23xtuubzgbV2UCKepN0h84
34,Opp Thot,Poundz,2019-11-24,dk,4VRE2Ler8le7DUymvKepY1
35,Somebody,Internet Money,2019-11-24,dk,735RSTb2xbtWbDtKD9XDYi
36,hot girl bummer,blackbear,2019-11-24,dk,7aiClxsDWFRQ0Kzk5KI5ku
37,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,2019-11-24,dk,07Oz5StQ7GRoygNLaXs2pd
38,Hun Kommer Tilbage,Jung,2019-11-24,dk,0mzSrqnPnjl8k8ifP8DoTr
39,home with you,FKA twigs,2019-11-24,dk,5Y8UUyWfuQ0EAmYLvwwcJL
40,Ud Af Dig,Høker,2019-11-24,dk,1zvlmUD1CSxCjAmDm2PA5p
41,If The World Was Ending (feat. Julia Michaels),JP Saxe,2019-11-24,dk,2kJwzbxV2ppxnQoYw4GLBZ
42,Memories,Maroon 5,2019-11-24,dk,2b8fOow8UzyDFAE27YhOZM
43,Juicy,Doja Cat,2019-11-24,dk,7f5trao56t7sB7f14QDTmp
44,Soliloquy (Wouldn't Feel Alone),Marshall Cecil,2019-11-24,dk,2kwg6oZ6w7y9VgrzfN3cA8
45,Ride It,Regard,2019-11-24,dk,2tnVG71enUj33Ic2nFN6kZ
46,Last Supper,D Smoke,2019-11-24,dk,4vFpwBCCKgzHlw8U48MYdS
47,Holidays Are Coming (from the Coca-Cola Campaign) (feat. Camélia Jordana & Namika),The Kingdom Choir,2019-11-24,dk,2fUcw8H81f2XJqRfqWYW93
48,Lose You To Love Me,Selena Gomez,2019-11-24,dk,1HfMVBKM75vxSfsQ5VefZ5
49,LALALA (Sut Min Pik),Jesu Brødre,2019-11-24,dk,0F5l8gK9uuIVjFV6kIEsQR
50,Maniac,Conan Gray,2019-11-24,dk,7hpJ9tATWb2vztlq99hERP
1,Roses - Imanbek Remix,SAINt JHN,2019-11-23,dk,24Yi9hE78yPEbZ4kxyoXAI
2,Dilemme,Lous and The Yakuza,2019-11-23,dk,34UANp5qxDg6YcgrlDeILZ
3,ROXANNE,Arizona Zervas,2019-11-23,dk,696DnlkuDOXcMAnKlTgXXK
4,Yellow Hearts,Ant Saunders,2019-11-23,dk,2W4yABdLc4Jnds67Poi5Nl
5,Snus,lille lui,2019-11-23,dk,5qeZzbJgPB0lRtGFmRy69p
6,Falling,Trevor Daniel,2019-11-23,dk,4TnjEaWOeW0eKTKIEvJyCa
7,ok boomer,Peter Kuli,2019-11-23,dk,0VdzNP9LFAMAWKjMpBDJ4B
8,Take Your Man,Mahogany Lox,2019-11-23,dk,1CF5kzz5XDBAL24wtVyyTJ
9,Ben,Tessa,2019-11-23,dk,2He7ZIvNyBo188a6hvS0zT
10,Pump It Up,Endor,2019-11-23,dk,0GiwV6v3AgJfdu59tj719Y
11,føler mig selv 100,andreas odbjerg,2019-11-23,dk,7iuM7vnvSjX9qqcuFtij1T
12,if we never met,John K,2019-11-23,dk,5HBDBBr5OV90lubqW8ctJF
13,Hun Skal,PornoPer,2019-11-23,dk,52mgG3GheNJh8ZUvgSbfYS
14,DANCE,CLMD,2019-11-23,dk,6TfeXwJihJRuBW3mFpib6J
15,Be Gone Thot!,LIL MAYO,2019-11-23,dk,3G47RiG2PrvEVo4panDHi9
16,Can't Get Over You,Nick Strand,2019-11-23,dk,5MvCgyuPop4l4EsV9OoSE4
17,Happens to the Heart,Leonard Cohen,2019-11-23,dk,2DkpoHJ1h88e9dyc6SFIm2
18,Shorty Ringer,Josef Og Elias,2019-11-23,dk,3rGihyErlJWAViz6PKBtts
19,RITMO (Bad Boys For Life),The Black Eyed Peas,2019-11-23,dk,6cy3ki60hLwimwIje7tALf
20,Turn Me On (feat. Vula),Riton,2019-11-23,dk,0qaWEvPkts34WF68r8Dzx9
21,So Hot You're Hurting My Feelings,Caroline Polachek,2019-11-23,dk,1hjQ3EARnSDznlLaXaWAhf
22,London Town,Branco,2019-11-23,dk,5TKuvTO4jj4trnmMnqEpoJ
23,Fairytale of New York (feat. Kirsty MacColl),The Pogues,2019-11-23,dk,3VTNVsTTu05dmTsVFrmGpK
24,Super Mario,NODE,2019-11-23,dk,1LsZymF4MDfVMuzLkySq5P
25,Love Songs - Bonus,Kaash Paige,2019-11-23,dk,6qL5UWxRSQYml9O99ozoLv
